"Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price","Brand","Model"
"Mumbai","2017","16900","Petrol","Manual","First","21.1","998","100","5","6.99","Maruti","Baleno"
"Jaipur","2009","57000","Petrol","Manual","First","19.81","1086","68.05","5","2.25","Hyundai","i10"
"Hyderabad","2013","83165","Diesel","Manual","First","12.8","2494","102","8","11.49","Toyota","Innova"
"Coimbatore","2012","24735","Petrol","Manual","Second","18.6","1199","79.4","5","2.87","Chevrolet","Beat"
"Kolkata","2005","65175","Diesel","Manual","First","12.8","2494","102","8","3.25","Toyota","Innova"
"Pune","2009","60000","Petrol","Manual","Second","9.8","2354","180","5","3.5","Honda","Accord"
"Kochi","2017","60357","Diesel","Manual","First","25.32","1198","77","6","4.49","Mahindra","KUV"
"Jaipur","2011","77000","Diesel","Manual","First","22.07","1199","73.9","5","2.9","Volkswagen","Polo"
"Coimbatore","2014","85301","Petrol","Manual","First","12.4","1998","132","8","12.36","Toyota","Innova"
"Mumbai","2011","50000","Diesel","Automatic","First","11.79","2179","120","8","6","Mahindra","Scorpio"
"Chennai","2010","58000","Diesel","Automatic","First","16.46","2993","258","5","31","BMW","7"
"Kolkata","2015","39000","Diesel","Manual","First","25.6","1498","98.6","5","5.49","Honda","City"
"Coimbatore","2015","46190","Diesel","Manual","First","22.07","1199","73.9","5","5.86","Volkswagen","Polo"
"Mumbai","2015","83000","Diesel","Manual","First","16","2179","140","7","9","Mahindra","XUV500"
"Jaipur","2016","33000","Petrol","Manual","First","16.09","1598","103.5","5","7.7","Volkswagen","Vento"
"Coimbatore","2017","27279","Petrol","Manual","First","17.4","1497","117.3","5","9.47","Honda","City"
"Bangalore","2014","53900","Diesel","Automatic","First","14.16","1968","174.3","5","29","Audi","Q5"
"Kochi","2012","63998","Petrol","Automatic","First","17","1497","118","5","5.42","Honda","City"
"Coimbatore","2016","57932","Petrol","Manual","First","20.4","1197","81.8","5","6.39","Maruti","Swift"
"Jaipur","2015","25000","Petrol","Manual","First","22.74","796","47.3","5","2.75","Maruti","Alto"
"Chennai","2011","169000","Diesel","Manual","First","20","1399","68","5","2.5","Ford","Figo"
"Delhi","2012","53000","Petrol","Manual","First","17.92","1086","62.1","5","2.35","Hyundai","Santro"
"Coimbatore","2015","43053","Petrol","Manual","First","18.9","998","67.1","5","4.65","Maruti","Wagon"
"Ahmedabad","2014","75000","Diesel","Manual","First","26","1498","98.6","5","6","Honda","City"
"Pune","2012","89000","Petrol","Manual","Second","16.8","1497","116.3","5","3.5","Honda","City"
"Hyderabad","2014","75578","Diesel","Manual","First","25.1","1498","98.6","5","7","Honda","City"
"Bangalore","2014","46676","Petrol","Manual","First","17","1591","121.3","5","7.75","Hyundai","Verna"
"Kochi","2014","51349","Petrol","Manual","First","24.07","998","67.1","5","2.93","Maruti","Alto"
"Kolkata","2014","34233","Diesel","Automatic","First","14.21","2143","203","5","22.5","Mercedes-Benz","E-Class"
"Coimbatore","2014","39626","Diesel","Automatic","First","11.2","2993","241","4","40.66","BMW","X6"
"Pune","2008","82500","Petrol","Manual","First","14","1061","64","5","1.75","Maruti","Wagon"
"Hyderabad","2015","63000","Diesel","Manual","Second","19.72","1461","108.45","5","8.2","Renault","Duster"
"Delhi","2011","77001","Diesel","Manual","First","12.05","2179","120","8","4.49","Mahindra","Scorpio"
"Chennai","2016","43000","Diesel","Automatic","First","10.91","3198","197.2","7","26.5","Ford","Endeavour"
"Hyderabad","2011","61111","Petrol","Manual","First","19","998","67.1","5","2.6","Maruti","Zen"
"Kolkata","2011","43000","Petrol","Manual","First","20.36","1197","78.9","5","2.49","Hyundai","i10"
"Hyderabad","2013","47000","Petrol","Automatic","First","16.5","1198","86.8","5","5.4","Honda","Brio"
"Jaipur","2017","34000","Petrol","Automatic","First","20.51","998","67","5","4.35","Maruti","Wagon"
"Coimbatore","2018","22060","Diesel","Automatic","First","18.51","1968","147.51","5","32.73","Audi","Q3"
"Jaipur","2011","80000","Petrol","Manual","First","18.9","998","67.1","5","2.5","Maruti","Wagon"
"Kochi","2015","13506","Diesel","Automatic","First","18.25","1968","187.74","5","21.66","Audi","A4"
"Mumbai","2016","16000","Petrol","Manual","First","25.17","799","53.3","5","2.99","Renault","KWID"
"Kolkata","2016","31006","Petrol","Manual","First","24.7","796","47.3","5","2.61","Maruti","Alto"
"Delhi","2013","91200","Diesel","Manual","First","12.99","2494","100","8","8.25","Toyota","Innova"
"Pune","2015","43000","Petrol","Automatic","First","14.53","1794","138.1","5","12.5","Toyota","Corolla"
"Hyderabad","2015","45000","Diesel","Manual","First","25.83","1498","99","5","5.5","Ford","Figo"
"Coimbatore","2014","28637","Petrol","Manual","First","19.4","1198","86.8","5","5.53","Honda","Brio"
"Pune","2004","69870","Petrol","Manual","Second","14.2","1597","92","5","1.1","Ford","Ikon"
"Mumbai","2014","84000","Diesel","Manual","First","12.05","2179","120","7","6.85","Mahindra","Scorpio"
"Coimbatore","2007","84143","Petrol","Manual","First","13","2987","210","5","17.09","Mercedes-Benz","S-Class"
"Delhi","2012","77000","Diesel","Manual","Second","12.05","2179","120","8","4.93","Mahindra","Scorpio"
"Ahmedabad","2012","75000","Diesel","Automatic","Second","12.39","2179","147.51","5","17.5","Land","Rover"
"Delhi","2011","76155","Petrol","Manual","First","18.6","1199","79.4","5","1.95","Chevrolet","Beat"
"Bangalore","2014","98000","Diesel","Manual","First","22.9","1248","74","5","6.1","Maruti","Swift"
"Mumbai","2008","48233","Petrol","Manual","Second","13.4","1794","125","5","1.8","Toyota","Corolla"
"Bangalore","2015","63000","Diesel","Automatic","First","13.22","2967","241.4","5","34.5","Audi","Q5"
"Coimbatore","2015","34063","Petrol","Manual","First","21.1","814","55.2","5","4.01","Hyundai","EON"
"Kolkata","2013","32576","Petrol","Manual","First","19.5","1199","88.76","5","3.15","Honda","Amaze"
"Mumbai","2015","28843","Petrol","Automatic","First","17.01","1499","110.5","5","5.49","Ford","Figo"
"Bangalore","2016","26000","Diesel","Automatic","Second","19.6","1461","108.45","5","10","Renault","Duster"
"Kolkata","2013","39000","Petrol","Automatic","First","15.6","1497","116.3","5","4.55","Honda","City"
"Mumbai","2010","66000","Petrol","Manual","First","19.7","796","46.3","5","1.5","Maruti","Alto"
"Kolkata","2011","38002","Petrol","Manual","First","20.36","1197","78.9","5","2.15","Hyundai","i10"
"Chennai","2010","49000","Petrol","Manual","Second","18","995","62","5","1.4","Chevrolet","Spark"
"Bangalore","2014","52000","Diesel","Manual","First","21.14","1498","103.6","5","6.2","Skoda","Rapid"
"Mumbai","2013","56500","Diesel","Automatic","First","17.68","1968","174.33","5","19.8","Audi","A6"
"Mumbai","2015","20568","Petrol","Manual","First","18.7","1199","88.7","5","5.6","Honda","Jazz"
"Mumbai","2015","26000","Petrol","Manual","First","15.29","1591","121.3","5","9.5","Hyundai","Creta"
"Delhi","2012","56000","Petrol","Manual","First","18.6","1199","79.4","5","2.21","Chevrolet","Beat"
"Coimbatore","2017","27509","Petrol","Manual","First","22.7","799","53.64","5","3.31","Datsun","redi-GO"
"Kochi","2016","36216","Petrol","Manual","First","19.1","1197","81.86","5","5.44","Hyundai","Xcent"
"Kolkata","2009","28888","Petrol","Automatic","First","10","2496","157.7","5","7.56","Mercedes-Benz","E-Class"
"Jaipur","2011","120000","Diesel","Manual","Second","22.9","1248","74","5","3.2","Maruti","Swift"
"Kochi","2018","31396","Petrol","Manual","First","23.1","998","67.04","5","5.53","Maruti","Celerio"
"Hyderabad","2015","79000","Diesel","Automatic","First","19.3","1968","141","5","17","Skoda","Octavia"
"Delhi","2010","62000","Petrol","Automatic","First","16.8","1497","118","5","3.55","Honda","City"
"Chennai","2006","120000","Petrol","Automatic","Second","9","2997","218","5","2.65","Honda","Accord"
"Mumbai","2016","53000","Petrol","Automatic","First","14.67","1798","177.46","5","17.85","Skoda","Superb"
"Coimbatore","2010","124313","Diesel","Manual","First","12.99","2494","100.6","8","7.96","Toyota","Innova"
"Pune","2015","26725","Petrol","Automatic","First","23.1","998","67.04","5","4.25","Maruti","Celerio"
"Kolkata","2014","45617","Diesel","Manual","First","20.77","1248","88.76","7","5.85","Maruti","Ertiga"
"Mumbai","2013","37000","Diesel","Automatic","First","20","2143","107.3","5","13","Mercedes-Benz","A"
"Kochi","2010","109147","Diesel","Manual","First","14","2498","112","8","2.65","Mahindra","Xylo"
"Ahmedabad","2014","59000","Diesel","Manual","First","25.8","1498","98.6","5","4.75","Honda","Amaze"
"Pune","2015","28000","Petrol","Manual","First","25.17","799","53.3","5","2.65","Renault","KWID"
"Pune","2017","4700","Petrol","Manual","First","25.17","799","53.3","5","3","Renault","KWID"
"Coimbatore","2014","72469","Diesel","Automatic","First","12.07","2967","241.4","7","32.52","Audi","Q7"
"Pune","2014","57539","Diesel","Automatic","First","22.32","1582","126.32","5","7.75","Hyundai","Verna"
"Delhi","2016","42000","Diesel","Automatic","First","11.36","2755","171.5","7","19.6","Toyota","Innova"
"Delhi","2010","62489","Petrol","Manual","First","17","1197","80","5","2.6","Hyundai","i20"
"Mumbai","2013","51167","Petrol","Manual","First","16.47","1198","73.9","5","3.76","Volkswagen","Polo"
"Chennai","2012","130000","Diesel","Manual","First","20.54","1598","103.6","5","4.75","Volkswagen","Vento"
"Mumbai","2007","63000","Petrol","Manual","Second","17.7","1497","78","5","1.75","Honda","City"
"Bangalore","2011","60000","Petrol","Manual","First","16.2","1599","103.2","5","3.95","Hyundai","Verna"
"Pune","2005","123200","Petrol","Manual","Second","13.2","1495","94","5","1","Hyundai","Accent"
"Jaipur","2011","115692","Diesel","Automatic","First","20","1968","138.1","5","4.5","Skoda","Laura"
"Coimbatore","2011","87073","Petrol","Automatic","First","10.93","2497","204","5","17.23","Mercedes-Benz","E-Class"
"Kochi","2015","40901","Petrol","Manual","First","18.6","1197","81.83","5","5.76","Hyundai","i20"
"Coimbatore","2013","36264","Petrol","Manual","First","20.36","1197","78.9","5","4.32","Hyundai","i10"
"Delhi","2009","60000","Petrol","Manual","Second","19.81","1086","68.05","5","1.9","Hyundai","i10"
"Pune","2018","20000","Petrol","Manual","First","17","1198","74","5","5.5","Volkswagen","Ameo"
"Mumbai","2014","68400","Petrol","Automatic","First","12.98","2494","178.4","5","13.5","Toyota","Camry"
"Bangalore","2013","71231","Diesel","Manual","Second","16","2179","140","7","9.75","Mahindra","XUV500"
"Hyderabad","2011","75000","Diesel","Automatic","First","17.2","1968","138.1","5","9.44","Skoda","Superb"
"Mumbai","2018","1997","Petrol","Automatic","First","22.5","998","67","5","4.45","Maruti","Wagon"
"Pune","2016","47300","Diesel","Manual","First","24.3","1248","88.5","5","8.85","Maruti","Vitara"
"Kochi","2013","47910","Diesel","Manual","First","20.54","1598","103.6","5","4.89","Volkswagen","Vento"
"Hyderabad","2015","62000","Diesel","Manual","First","20.14","1498","88.8","5","6.25","Volkswagen","Polo"
"Chennai","2012","65060","Diesel","Manual","First","22.9","1248","74","5","4.8","Maruti","Swift"
"Jaipur","2008","82203","Petrol","Manual","First","19.81","1086","68.05","5","1.8","Hyundai","i10"
"Kolkata","2013","44000","Diesel","Manual","First","16","2179","140","7","7.25","Mahindra","XUV500"
"Coimbatore","2014","53817","Diesel","Manual","First","25.47","1248","88.5","7","7.56","Maruti","Ertiga"
"Kochi","2013","61591","Diesel","Manual","First","16","2179","140","7","6.82","Mahindra","XUV500"
"Jaipur","2011","86500","Diesel","Manual","Second","21.12","1248","88.8","5","1.8","Tata","Manza"
"Pune","2009","100000","Diesel","Automatic","First","11","2987","198.5","5","11.5","Mercedes-Benz","E-Class"
"Chennai","2010","87000","Petrol","Manual","First","15.6","1586","104.68","5","2.8","Maruti","SX4"
"Hyderabad","2016","35000","Petrol","Automatic","First","20.51","998","67","5","5.5","Maruti","Wagon"
"Kolkata","2016","6000","Petrol","Manual","First","20.63","1198","67.06","5","2.7","Datsun","GO"
"Jaipur","2014","59327","Diesel","Manual","First","20","1399","68","5","3.25","Ford","Figo"
"Coimbatore","2014","81001","Diesel","Automatic","First","17.2","1968","138.1","5","10.9","Skoda","Superb"
"Kochi","2014","44612","Petrol","Manual","First","18.5","1197","80","5","4.07","Hyundai","i20"
"Ahmedabad","2016","42388","Diesel","Automatic","First","11.36","2755","171.5","7","18","Toyota","Innova"
"Mumbai","2012","54000","Petrol","Manual","First","19.4","1198","86.8","5","2.95","Honda","Brio"
"Mumbai","2011","83010","Diesel","Automatic","First","17.2","1968","138.1","5","7.5","Skoda","Superb"
"Coimbatore","2016","65405","Diesel","Automatic","First","13","2143","204","5","32.73","Mercedes-Benz","E-Class"
"Delhi","2015","36000","Diesel","Automatic","Second","12.55","2982","168.7","7","21.5","Toyota","Fortuner"
"Pune","2008","85000","Petrol","Manual","First","16.51","1586","103.2","5","2.5","Maruti","SX4"
"Ahmedabad","2016","35000","Diesel","Manual","First","27.3","1498","98.6","5","5.5","Honda","Jazz"
"Mumbai","2012","54000","Petrol","Automatic","First","14.53","1794","138.1","5","7.5","Toyota","Corolla"
"Mumbai","2007","70000","Petrol","Manual","First","16.9","1497","100","5","1.55","Honda","City"
"Kolkata","2017","27001","Diesel","Automatic","First","20.68","1995","190","5","29","BMW","X1"
"Coimbatore","2019","41075","Diesel","Manual","First","28.4","1248","74","5","8.4","Maruti","Swift"
"Hyderabad","2016","26000","Diesel","Manual","First","25.32","1198","77","6","6.5","Mahindra","KUV"
"Mumbai","2010","55000","Petrol","Manual","First","16","1198","90","5","2.35","Honda","Jazz"
"Mumbai","2016","19000","Petrol","Manual","First","20.4","1197","81.8","5","5.55","Maruti","Swift"
"Mumbai","2016","15000","Petrol","Automatic","First","18.9","1197","82","5","5.35","Hyundai","Grand"
"Chennai","2016","37000","Petrol","Manual","First","17.8","1198","86.7","5","5.25","Honda","Amaze"
"Coimbatore","2017","38712","Petrol","Manual","First","18.9","1197","81.86","5","5.87","Hyundai","Grand"
"Kochi","2014","52400","Diesel","Manual","First","20.54","1598","103.6","5","5.36","Volkswagen","Vento"
"Bangalore","2016","23988","Diesel","Manual","First","28.09","1248","88.5","5","7.75","Maruti","Ciaz"
"Kochi","2014","32283","Petrol","Automatic","Second","14.4","1598","103.6","5","5.41","Volkswagen","Vento"
"Bangalore","2010","52000","Petrol","Manual","First","18.5","1197","80","5","3.65","Hyundai","i20"
"Pune","2016","32000","Petrol","Automatic","First","16.5","1198","86.8","5","5.25","Honda","Brio"
"Kolkata","2014","39000","Petrol","Manual","First","17.4","1497","117.3","5","6.25","Honda","City"
"Coimbatore","2017","14149","Petrol","Manual","First","23.9","624","37.48","4","3.47","Tata","Nano"
"Mumbai","2006","103000","Petrol","Automatic","First","10.13","3498","364.9","5","8.85","Mercedes-Benz","S"
"Pune","2004","82000","Petrol","Manual","First","14","1061","64","5","0.85","Maruti","Wagon"
"Mumbai","2015","34000","Petrol","Automatic","First","13.7","1798","157.75","5","13.65","Skoda","Superb"
"Coimbatore","2016","45180","Diesel","Automatic","First","12.07","2967","241.4","7","50.22","Audi","Q7"
"Ahmedabad","2018","2000","Petrol","Manual","First","22","1197","81.8","5","7.75","Maruti","Swift"
"Coimbatore","2011","82321","Diesel","Manual","First","12.8","2494","102","7","10.05","Toyota","Innova"
"Kolkata","2011","7000","Petrol","Automatic","First","12.05","1995","154","5","9.75","BMW","3"
"Delhi","2015","27000","Diesel","Automatic","First","17.9","2143","136","5","23","Mercedes-Benz","GLA"
"Coimbatore","2019","31271","Diesel","Manual","First","13.68","2393","147.8","8","21.42","Toyota","Innova"
"Delhi","2014","24000","Diesel","Manual","First","25.2","1248","74","5","5.21","Maruti","Swift"
"Hyderabad","2009","147000","Diesel","Manual","First","12.99","2494","100.6","7","7.5","Toyota","Innova"
"Chennai","2010","115000","Petrol","Manual","First","18.6","1199","79.4","5","1.75","Chevrolet","Beat"
"Jaipur","2010","82000","Diesel","Manual","Second","13.8","1399","68","5","1","Ford","Ikon"
"Delhi","2016","20000","Diesel","Automatic","First","19.27","2143","170","5","33","Mercedes-Benz","New"
"Kolkata","2011","45560","Petrol","Manual","First","17.6","1496","88.73","5","2.2","Toyota","Etios"
"Kochi","2017","57539","Diesel","Manual","First","12.8","2494","102","7","12.83","Toyota","Innova"
"Kochi","2018","20004","Diesel","Automatic","First","17.54","2993","313","4","68.94","BMW","6"
"Mumbai","2012","54500","Diesel","Manual","First","21.13","1498","108.4","5","4.1","Skoda","Rapid"
"Jaipur","2016","27886","Petrol","Manual","First","22","814","55","5","2.85","Hyundai","EON"
"Mumbai","2007","66000","Petrol","Automatic","First","11.1","2354","158.8","5","3.7","Honda","CR-V"
"Coimbatore","2013","72202","Diesel","Automatic","First","20","1968","138.1","5","9.06","Skoda","Laura"
"Delhi","2011","70000","Petrol","Manual","Second","13.4","1798","157.8","5","4.75","Skoda","Laura"
"Jaipur","2015","78233","Diesel","Manual","First","26","1498","98.6","5","6.6","Honda","City"
"Chennai","2007","120203","Diesel","Manual","Second","13.93","2179","138","7","3.5","Tata","New"
"Pune","2011","20575","Petrol","Manual","First","19","998","67.1","5","2","Maruti","Zen"
"Mumbai","2013","39879","Petrol","Manual","First","17.8","1198","86.7","5","3.89","Honda","Amaze"
"Jaipur","2017","31056","Petrol","Manual","First","23.01","999","67","5","3.6","Renault","KWID"
"Mumbai","2015","50940","Petrol","Automatic","First","19.12","1373","91.1","5","6.95","Maruti","Ciaz"
"Coimbatore","2016","99362","Diesel","Manual","First","22.54","1396","88.73","5","7.03","Hyundai","i20"
"Ahmedabad","2016","54000","Diesel","Manual","First","13.68","2393","147.8","7","16.5","Toyota","Innova"
"Coimbatore","2016","54268","Diesel","Manual","First","28.09","1248","88.5","5","7.67","Maruti","Ciaz"
"Coimbatore","2012","94521","Diesel","Automatic","First","14.74","2993","270.9","5","23.19","Jaguar","XF"
"Kochi","2017","38932","Petrol","Manual","First","19.1","1197","82","5","6.21","Hyundai","Xcent"
"Coimbatore","2015","60395","Diesel","Automatic","First","16.12","2967","245","5","45.82","Porsche","Cayenne"
"Mumbai","2016","29000","Diesel","Manual","First","24.4","1120","71","5","5.95","Hyundai","Xcent"
"Delhi","2011","58000","Diesel","Automatic","First","16.55","1968","140","5","11","Audi","A4"
"Coimbatore","2016","60913","Petrol","Manual","First","20.73","1373","91.1","5","7.19","Maruti","Ciaz"
"Delhi","2011","65000","Diesel","Manual","First","12.8","2494","102","8","6.4","Toyota","Innova"
"Chennai","2015","26000","Diesel","Manual","First","15.8","2148","170","5","26","Mercedes-Benz","New"
"Hyderabad","2016","19947","Petrol","Manual","First","20.36","1197","78.9","5","4.5","Hyundai","i10"
"Chennai","2011","70816","Petrol","Automatic","First","16.95","1197","78.9","5","3.1","Hyundai","i10"
"Delhi","2015","54000","Diesel","Manual","First","27.39","1248","74","5","5.95","Maruti","Baleno"
"Delhi","2008","138000","Petrol","Manual","First","18.2","1061","64","5","1.2","Maruti","Zen"
"Chennai","2014","35000","Diesel","Automatic","First","16.46","2993","258","5","52","BMW","7"
"Bangalore","2015","50000","Diesel","Automatic","First","11.33","4134","335.2","7","48","Audi","Q7"
"Hyderabad","2011","124652","Diesel","Automatic","First","11.7","2993","245","5","21.99","BMW","X5"
"Hyderabad","2013","80264","Petrol","Manual","First","21.1","1197","85.8","5","4.3","Maruti","Ritz"
"Pune","2013","125600","Diesel","Manual","First","21.64","1461","84.8","5","3.75","Nissan","Sunny"
"Mumbai","2015","49000","Petrol","Manual","First","14.28","1798","138.03","5","8.95","Toyota","Corolla"
"Pune","2012","111000","Diesel","Manual","First","23.59","1364","67.1","5","4.75","Toyota","Etios"
"Coimbatore","2016","33690","Petrol","Manual","First","14.28","1798","138.03","5","14.6","Toyota","Corolla"
"Mumbai","2012","50000","Diesel","Automatic","First","17.68","1968","174.33","5","17.5","Audi","A6"
"Kolkata","2012","38092","Diesel","Manual","First","20.77","1248","88.8","7","5.2","Maruti","Ertiga"
"Coimbatore","2017","47774","Petrol","Manual","First","18.9","1197","82","5","6.04","Hyundai","Grand"
"Chennai","2009","167000","Diesel","Manual","Second","19.09","1396","69","5","2.7","Tata","Indigo"
"Chennai","2019","65000","Diesel","Automatic","First","26.59","1248","74","5","6.75","Maruti","Swift"
"Kolkata","2011","46000","Petrol","Manual","First","15.26","1598","103.5","5","2.35","Volkswagen","Polo"
"Hyderabad","2017","16500","Petrol","Manual","First","23.84","1199","84","5","5","Tata","Tiago"
"Kolkata","2016","39000","Petrol","Manual","First","17.8","1497","117.3","5","6.95","Honda","City"
"Jaipur","2018","6000","Petrol","Manual","First","19.5","1199","86.76","5","6.7","Honda","Amaze"
"Hyderabad","2015","60000","Diesel","Automatic","First","17.11","1968","174.33","5","25","Audi","A4"
"Chennai","2011","97320","Petrol","Automatic","First","14.4","1598","103.6","5","3.75","Volkswagen","Vento"
"Chennai","2011","99807","Diesel","Manual","First","20.54","1598","103.6","5","3.75","Volkswagen","Vento"
"Pune","2013","46000","Petrol","Manual","First","17","1497","118","5","5.1","Honda","City"
"Mumbai","2010","12000","Petrol","Manual","First","22.5","998","67.04","5","2.45","Maruti","Wagon"
"Kolkata","2005","13002","Petrol","Automatic","First","9.3","2771","193.1","5","3.25","Skoda","Superb"
"Kolkata","2014","26000","Diesel","Manual","First","26","1498","98.6","5","5.5","Honda","City"
"Kochi","2014","68365","CNG","Manual","First","26.6","998","58.16","5","3.77","Maruti","Wagon"
"Kochi","2016","51639","Petrol","Manual","First","22.74","796","47.3","5","3.04","Maruti","Alto"
"Delhi","2015","21000","Petrol","Manual","First","18.6","1197","81.83","5","4.9","Hyundai","i20"
"Bangalore","2013","90000","Diesel","Manual","First","22.7","1498","89.84","5","6.25","Ford","Ecosport"
"Hyderabad","2015","36255","Diesel","Automatic","First","19.59","1995","184","5","33","BMW","3"
"Chennai","2011","58000","Diesel","Automatic","Second","11.7","2993","245","5","27","BMW","X5"
"Coimbatore","2014","48997","Petrol","Manual","Second","18","1198","86.7","5","5.21","Honda","Amaze"
"Mumbai","2014","31130","Petrol","Manual","First","15.85","1499","110.4","5","5.75","Ford","EcoSport"
"Coimbatore","2012","75668","Diesel","Automatic","First","14.74","2993","270.9","5","16.58","Jaguar","XF"
"Delhi","2015","12000","Petrol","Manual","First","14.53","1798","138","5","11","Toyota","Corolla"
"Pune","2014","90000","Petrol","Manual","Second","20.36","1197","78.9","5","2.8","Hyundai","i10"
"Kochi","2019","17320","Diesel","Automatic","First","15.8","2148","170","5","37.99","Mercedes-Benz","New"
"Delhi","2011","85000","Diesel","Manual","Second","20","1968","108.5","5","3.65","Skoda","Laura"
"Hyderabad","2007","130000","Diesel","Manual","First","13.1","2499","141","7","6","Ford","Endeavour"
"Coimbatore","2013","60328","Petrol","Manual","First","15.6","1196","70","5","4.54","Ford","Figo"
"Kochi","2015","34327","Petrol","Manual","First","18","1198","86.7","5","5.4","Honda","Amaze"
"Mumbai","2014","75000","Diesel","Manual","First","19.1","1405","70","5","3.3","Tata","Indica"
"Hyderabad","2012","86000","Diesel","Automatic","Second","14.7","1985","163","5","18.25","Volvo","XC60"
"Bangalore","2017","12000","Petrol","Manual","First","22.7","799","53","5","3.1","Datsun","Redi"
"Kochi","2013","57759","Petrol","Manual","First","21.1","814","55.2","5","3.84","Hyundai","EON"
"Kolkata","2016","24300","Petrol","Manual","First","22.74","796","47.3","5","2.44","Maruti","Alto"
"Bangalore","2011","66000","Petrol","Manual","Second","16.47","1198","73.9","5","3.6","Volkswagen","Polo"
"Mumbai","2015","75915","Petrol","Manual","First","20.36","1197","78.9","5","3.9","Hyundai","i10"
"Chennai","2013","107000","Petrol","Manual","Second","16.95","1498","97.7","5","2.9","Nissan","Sunny"
"Chennai","2008","86000","Petrol","Manual","Second","14.53","1798","138.1","5","3.5","Toyota","Corolla"
"Chennai","2009","160000","Diesel","Manual","Second","18.1","1493","110","5","3.5","Hyundai","Verna"
"Jaipur","2019","3000","Petrol","Manual","First","24.7","796","47.3","5","3.5","Maruti","Alto"
"Hyderabad","2015","72495","Diesel","Manual","First","21.9","1396","88.76","5","7","Hyundai","i20"
"Chennai","2016","33000","Diesel","Automatic","First","19.08","1582","126.2","5","8.7","Hyundai","Verna"
"Hyderabad","2014","60000","Diesel","Automatic","First","12.07","2967","241.4","7","45","Audi","Q7"
"Hyderabad","2016","80103","Diesel","Manual","First","25","1396","69","5","1.8","Tata","Indica"
"Kolkata","2007","42100","Petrol","Manual","First","18","995","62","5","0.99","Chevrolet","Spark"
"Kolkata","2018","4500","Petrol","Manual","First","18.9","1197","81.86","5","4.8","Hyundai","Grand"
"Mumbai","2014","97000","Diesel","Manual","First","12.55","2982","169","7","17.95","Toyota","Fortuner"
"Kochi","2017","51223","Petrol","Manual","First","18.9","1197","81.86","5","5.66","Hyundai","Grand"
"Delhi","2009","64000","Petrol","Manual","First","17","1497","118","5","3.1","Honda","City"
"Kochi","2016","56911","Petrol","Manual","First","18.6","1197","81.86","5","6.54","Hyundai","Elite"
"Hyderabad","2015","147848","Diesel","Manual","First","12.8","2494","102","8","13.2","Toyota","Innova"
"Kochi","2018","21290","Petrol","Automatic","First","13","4951","395","4","56.8","Ford","Mustang"
"Kochi","2019","14076","Diesel","Automatic","First","11.36","2755","171.5","7","19.4","Toyota","Innova"
"Ahmedabad","2007","75180","Petrol","Manual","First","18.2","1061","64","5","1.65","Maruti","Zen"
"Jaipur","2013","92000","Diesel","Manual","Second","22.9","1248","74","5","4.35","Maruti","Swift"
"Hyderabad","2015","57266","Diesel","Manual","First","20.5","1248","91.72","5","6.5","Fiat","Avventura"
"Delhi","2007","64000","Petrol","Manual","First","18.2","998","67.1","5","1.11","Maruti","Zen"
"Mumbai","2013","41000","Diesel","Manual","First","19.87","1461","83.8","5","5.5","Renault","Duster"
"Delhi","2012","45999","Diesel","Manual","First","10.5","2835","107.2","6","11","Mitsubishi","Pajero"
"Pune","2015","50000","Petrol","Automatic","First","23.1","998","67.04","5","3.9","Maruti","Celerio"
"Pune","2013","70000","Diesel","Manual","First","17.88","1405","48.21","5","1.8","Tata","Indica"
"Kochi","2016","37540","Petrol","Manual","First","18.6","1197","81.86","5","6.22","Hyundai","Elite"
"Hyderabad","2014","44000","Petrol","Automatic","First","23.1","998","67.04","5","4.3","Maruti","Celerio"
"Hyderabad","2017","22500","Petrol","Manual","First","18.9","1197","81.86","5","5.99","Hyundai","Grand"
"Delhi","2017","17431","Petrol","Manual","First","18.6","1197","81.83","5","6","Hyundai","i20"
"Delhi","2014","61566","Petrol","Manual","First","17.1","1591","121.3","5","5.85","Hyundai","Verna"
"Kochi","2014","61730","Diesel","Automatic","First","12.39","2179","147.51","5","19.94","Land","Rover"
"Chennai","2009","68000","Petrol","Manual","First","16.1","1298","88.2","5","2.9","Maruti","Swift"
"Mumbai","2014","29000","Petrol","Manual","First","18","1198","86.7","5","4.25","Honda","Amaze"
"Hyderabad","2010","156210","Diesel","Manual","First","21.43","1364","87.2","5","5.99","Toyota","Corolla"
"Kolkata","2013","46500","Diesel","Manual","First","27.4","1498","98.6","5","3.3","Honda","Amaze"
"Coimbatore","2009","52830","Diesel","Automatic","Second","16.77","2967","241.38","5","8.08","Audi","A6"
"Jaipur","2017","39867","Petrol","Manual","First","22.5","998","67.04","5","4.5","Maruti","Wagon"
"Hyderabad","2014","58972","Diesel","Manual","First","24.2","1498","98.6","7","6.5","Honda","Mobilio"
"Bangalore","2006","66000","Petrol","Automatic","Second","10.1","2354","152","5","3.9","Honda","CR-V"
"Delhi","2013","52000","Petrol","Manual","First","17.1","1591","121.3","5","5.25","Hyundai","Verna"
"Bangalore","2014","58000","Diesel","Automatic","First","11.72","2199","194.3","7","17","Hyundai","Santa"
"Ahmedabad","2012","58000","Petrol","Automatic","First","16.95","1197","78.9","5","3.5","Hyundai","i10"
